ID,CPURL,RCPURL,SLURL
4473,http://careerplus.shine.com/skill-courses/become-a-pro-in-charting-techniques/pd4473.html,/skill-courses/become-a-pro-in-charting-techniques/pd4473.html,
4729,http://careerplus.shine.com/skill-courses/pmi-acp-gc/pd4729.html,/skill-courses/pmi-acp-gc/pd4729.html,
4985,http://careerplus.shine.com/skill-courses/advanced-certificate-program-in-business-analytics/pd4985.html,/skill-courses/advanced-certificate-program-in-business-analytics/pd4985.html,
891,http://careerplus.shine.com/skill-courses/vskills-certified-maven-build-professional/pd891.html,/skill-courses/vskills-certified-maven-build-professional/pd891.html,https://learning.shine.com/course/it-information-technology/maven-build/pd-338
1659,http://careerplus.shine.com/skill-courses/vskills-certified-tqm-professional/pd1659.html,/skill-courses/vskills-certified-tqm-professional/pd1659.html,https://learning.shine.com/course/operation-management/total-quality-management-2/pd-2170
1915,http://careerplus.shine.com/skill-courses/corporate-social-responsibility-professional/pd1915.html,/skill-courses/corporate-social-responsibility-professional/pd1915.html,
3451,http://careerplus.shine.com/skill-courses/certified-compliance-officer/pd3451.html,/skill-courses/certified-compliance-officer/pd3451.html,https://learning.shine.com/course/banking-finance/compliance-officer/pd-2299
4475,http://careerplus.shine.com/skill-courses/certificate-in-international-trade-and-foreign-exc/pd4475.html,/skill-courses/certificate-in-international-trade-and-foreign-exc/pd4475.html,
4731,http://careerplus.shine.com/skill-courses/big-data-and-hadoop-developer-gc/pd4731.html,/skill-courses/big-data-and-hadoop-developer-gc/pd4731.html,https://learning.shine.com/course/it-information-technology/big-data-and-hadoop-developer-2/pd-1650
4987,http://careerplus.shine.com/skill-courses/advanced-program-in-data-visualization/pd4987.html,/skill-courses/advanced-program-in-data-visualization/pd4987.html,https://learning.shine.com/course/None/advanced-program-in-data-visualization/pd-1765
893,http://careerplus.shine.com/skill-courses/vskills-certified-raspberry-pi-professional/pd893.html,/skill-courses/vskills-certified-raspberry-pi-professional/pd893.html,https://learning.shine.com/course/it-information-technology/raspberry-pi/pd-339
1661,http://careerplus.shine.com/skill-courses/vskills-certified-ubuntu-professional/pd1661.html,/skill-courses/vskills-certified-ubuntu-professional/pd1661.html,https://learning.shine.com/course/it-information-technology/ubuntu-professional/pd-681
3709,http://careerplus.shine.com/skill-courses/gateway-to-futures-and-options-by-icici/pd3709.html,/skill-courses/gateway-to-futures-and-options-by-icici/pd3709.html,https://learning.shine.com/course/banking-finance/futures-and-options-trading/pd-1337
4477,http://careerplus.shine.com/skill-courses/fundamentals-of-securities-and-derivatives/pd4477.html,/skill-courses/fundamentals-of-securities-and-derivatives/pd4477.html,
4733,http://careerplus.shine.com/skill-courses/hadoop-admin-gc/pd4733.html,/skill-courses/hadoop-admin-gc/pd4733.html,https://learning.shine.com/course/it-information-technology/hadoop-administration-2/pd-1651
4989,http://careerplus.shine.com/skill-courses/advanced-certificate-program-in-machine-language/pd4989.html,/skill-courses/advanced-certificate-program-in-machine-language/pd4989.html,https://learning.shine.com/course/it-information-technology/machine-language/pd-1766
895,http://careerplus.shine.com/skill-courses/vskills-certified-tomcat-server-professional/pd895.html,/skill-courses/vskills-certified-tomcat-server-professional/pd895.html,https://learning.shine.com/course/it-information-technology/tomcat-server-professional/pd-340
1663,http://careerplus.shine.com/skill-courses/vskills-certified-visual-basic-2005-programmer/pd1663.html,/skill-courses/vskills-certified-visual-basic-2005-programmer/pd1663.html,
1919,http://careerplus.shine.com/skill-courses/certified-search-engine-optimization-master-course/pd1919.html,/skill-courses/certified-search-engine-optimization-master-course/pd1919.html,https://learning.shine.com/course/sales-and-marketing/certified-search-engine-optimization-master-course/pd-781
3455,http://careerplus.shine.com/skill-courses/certified-librarian/pd3455.html,/skill-courses/certified-librarian/pd3455.html,
3711,http://careerplus.shine.com/skill-courses/gateway-to-stock-investing-by-icici/pd3711.html,/skill-courses/gateway-to-stock-investing-by-icici/pd3711.html,https://learning.shine.com/course/banking-finance/stock-investing/pd-1338
3967,http://careerplus.shine.com/skill-courses/certified-mobile-marketing-master-cmmm-course/pd3967.html,/skill-courses/certified-mobile-marketing-master-cmmm-course/pd3967.html,https://learning.shine.com/course/sales-and-marketing/mobile-marketing/pd-1415
4223,http://careerplus.shine.com/tssc/other-centre-city-a/pd4223.html,/tssc/other-centre-city-a/pd4223.html,
4479,http://careerplus.shine.com/skill-courses/strategic-guide-investment-industry-and-investor/pd4479.html,/skill-courses/strategic-guide-investment-industry-and-investor/pd4479.html,
4735,http://careerplus.shine.com/skill-courses/service-management-for-project-managers-gc/pd4735.html,/skill-courses/service-management-for-project-managers-gc/pd4735.html,
4991,http://careerplus.shine.com/skill-courses/certificate-in-text-and-web-analytics/pd4991.html,/skill-courses/certificate-in-text-and-web-analytics/pd4991.html,https://learning.shine.com/course/None/certificate-in-text-and-web-analytics/pd-1767
897,http://careerplus.shine.com/skill-courses/certified-mercurial-version-control-professional/pd897.html,/skill-courses/certified-mercurial-version-control-professional/pd897.html,https://learning.shine.com/course/it-information-technology/mercurial-version-control/pd-341
1665,http://careerplus.shine.com/skill-courses/vskills-certified-xpath-and-xpointer-professional/pd1665.html,/skill-courses/vskills-certified-xpath-and-xpointer-professional/pd1665.html,https://learning.shine.com/course/it-information-technology/xpath-and-xpointer-professional/pd-683
3713,http://careerplus.shine.com/skill-courses/gateway-to-stocks-and-derivatives-combo-by-icici/pd3713.html,/skill-courses/gateway-to-stocks-and-derivatives-combo-by-icici/pd3713.html,
4225,http://careerplus.shine.com/tssc/other-centre-city-b/pd4225.html,/tssc/other-centre-city-b/pd4225.html,
4481,http://careerplus.shine.com/skill-courses/ultimate-guide-to-demand-and-supply-analysis/pd4481.html,/skill-courses/ultimate-guide-to-demand-and-supply-analysis/pd4481.html,
4737,http://careerplus.shine.com/skill-courses/introduction-to-internet-of-things-gc/pd4737.html,/skill-courses/introduction-to-internet-of-things-gc/pd4737.html,https://learning.shine.com/course/None/introduction-to-internet-of-things-gc/pd-1653
4993,http://careerplus.shine.com/skill-courses/certificate-program-in-data-visualization/pd4993.html,/skill-courses/certificate-program-in-data-visualization/pd4993.html,https://learning.shine.com/course/None/certificate-program-in-data-visualization/pd-1768
899,http://careerplus.shine.com/skill-courses/vskills-certified-trac-professional/pd899.html,/skill-courses/vskills-certified-trac-professional/pd899.html,https://learning.shine.com/course/it-information-technology/trac-professional/pd-342
1923,http://careerplus.shine.com/skill-courses/certifed-search-engine-marketing-master-live-onlin/pd1923.html,/skill-courses/certifed-search-engine-marketing-master-live-onlin/pd1923.html,
3715,http://careerplus.shine.com/skill-courses/gateway-to-technical-analysis-by-icici/pd3715.html,/skill-courses/gateway-to-technical-analysis-by-icici/pd3715.html,https://learning.shine.com/course/it-information-technology/gateway-to-technical-analysis-by-icici/pd-1340
4483,http://careerplus.shine.com/skill-courses/start-doing-financial-reporting-and-analysis-like-/pd4483.html,/skill-courses/start-doing-financial-reporting-and-analysis-like-/pd4483.html,
4739,http://careerplus.shine.com/skill-courses/minitab-gc/pd4739.html,/skill-courses/minitab-gc/pd4739.html,
4995,http://careerplus.shine.com/skill-courses/professional-certificate-program-in-big-data-techn/pd4995.html,/skill-courses/professional-certificate-program-in-big-data-techn/pd4995.html,https://learning.shine.com/course/it-information-technology/big-data-technologies/pd-1769
901,http://careerplus.shine.com/skill-courses/vskills-certified-spamassassin-professional/pd901.html,/skill-courses/vskills-certified-spamassassin-professional/pd901.html,https://learning.shine.com/course/sales-and-marketing/spamassasin-professional/pd-343
1669,http://careerplus.shine.com/skill-courses/vskills-certified-futures-trader/pd1669.html,/skill-courses/vskills-certified-futures-trader/pd1669.html,https://learning.shine.com/course/banking-finance/futures-trading/pd-685
1925,http://careerplus.shine.com/skill-courses/certified-email-marketing-master-course/pd1925.html,/skill-courses/certified-email-marketing-master-course/pd1925.html,https://learning.shine.com/course/sales-and-marketing/certified-email-marketing-master-course/pd-801
4485,http://careerplus.shine.com/skill-courses/become-an-expert-in-managing-marketi-risk/pd4485.html,/skill-courses/become-an-expert-in-managing-marketi-risk/pd4485.html,
4997,http://careerplus.shine.com/skill-courses/professional-certificate-program-in-business-analy/pd4997.html,/skill-courses/professional-certificate-program-in-business-analy/pd4997.html,
903,http://careerplus.shine.com/skill-courses/certified-redmine-project-management-professional/pd903.html,/skill-courses/certified-redmine-project-management-professional/pd903.html,
1927,http://careerplus.shine.com/skill-courses/certified-web-analytics-master-course/pd1927.html,/skill-courses/certified-web-analytics-master-course/pd1927.html,https://learning.shine.com/course/None/certified-web-analytics-master-course/pd-802
3975,http://careerplus.shine.com/skill-courses/acca-certifrs-online-training-program/pd3975.html,/skill-courses/acca-certifrs-online-training-program/pd3975.html,
4487,http://careerplus.shine.com/skill-courses/certificate-in-credit-risk-management/pd4487.html,/skill-courses/certificate-in-credit-risk-management/pd4487.html,
4999,http://careerplus.shine.com/skill-courses/post-graduate-program-in-business-analytics/pd4999.html,/skill-courses/post-graduate-program-in-business-analytics/pd4999.html,https://learning.shine.com/course/None/post-graduate-program-in-business-analytics/pd-1771
905,http://careerplus.shine.com/skill-courses/vskills-certified-mantis-bug-tracker-professional/pd905.html,/skill-courses/vskills-certified-mantis-bug-tracker-professional/pd905.html,https://learning.shine.com/course/None/mantis-bug-tracker-professional/pd-345
3721,http://careerplus.shine.com/skill-courses/certified-corporate-strategy-professional/pd3721.html,/skill-courses/certified-corporate-strategy-professional/pd3721.html,
4233,http://careerplus.shine.com/resume-writing/middle-east-south-east-asia-job-seeker-package/pd4233.html,/resume-writing/middle-east-south-east-asia-job-seeker-package/pd4233.html,
4489,http://careerplus.shine.com/skill-courses/certificate-in-operational-risk-management/pd4489.html,/skill-courses/certificate-in-operational-risk-management/pd4489.html,
5001,http://careerplus.shine.com/skill-courses/post-graduate-program-in-data-engineeringml/pd5001.html,/skill-courses/post-graduate-program-in-data-engineeringml/pd5001.html,https://learning.shine.com/course/None/post-graduate-program-in-data-engineeringml/pd-1772
907,http://careerplus.shine.com/skill-courses/vskills-certified-jmeter-tester/pd907.html,/skill-courses/vskills-certified-jmeter-tester/pd907.html,https://learning.shine.com/course/None/jmeter-tester/pd-346
3467,http://careerplus.shine.com/skill-courses/cloudera-administrator-training-for-apache-hadoop-/pd3467.html,/skill-courses/cloudera-administrator-training-for-apache-hadoop-/pd3467.html,https://learning.shine.com/course/None/cloudera-administrator-training-for-apache-hadoop-without-certification/pd-1287
4235,http://careerplus.shine.com/resume-writing/hk/pd4235.html,/resume-writing/hk/pd4235.html,
4491,http://careerplus.shine.com/skill-courses/certificate-in-derivatives-fundamentals/pd4491.html,/skill-courses/certificate-in-derivatives-fundamentals/pd4491.html,
4747,http://careerplus.shine.com/skill-courses/ifrs-premium-training-by-becker-with-mock-tests/pd4747.html,/skill-courses/ifrs-premium-training-by-becker-with-mock-tests/pd4747.html,
5003,http://careerplus.shine.com/skill-courses/post-graduate-program-in-data-engineeringviz/pd5003.html,/skill-courses/post-graduate-program-in-data-engineeringviz/pd5003.html,
1677,http://careerplus.shine.com/skill-courses/vskills-certified-clean-energy-professional/pd1677.html,/skill-courses/vskills-certified-clean-energy-professional/pd1677.html,
3469,http://careerplus.shine.com/skill-courses/cloudera-administrator-training-for-apache-hadoo-2/pd3469.html,/skill-courses/cloudera-administrator-training-for-apache-hadoo-2/pd3469.html,https://learning.shine.com/course/None/cloudera-administrator-training-for-apache-hadoop-with-certification/pd-1288
3725,http://careerplus.shine.com/skill-courses/certified-bugzilla-testing-professional/pd3725.html,/skill-courses/certified-bugzilla-testing-professional/pd3725.html,https://learning.shine.com/course/None/certified-bugzilla-testing-professional/pd-2362
4493,http://careerplus.shine.com/skill-courses/certificate-in-derivatives-market-strategies/pd4493.html,/skill-courses/certificate-in-derivatives-market-strategies/pd4493.html,
143,http://careerplus.shine.com/combo/professional-profile-package/pd143.html,/combo/professional-profile-package/pd143.html,
911,http://careerplus.shine.com/skill-courses/vskills-certified-cloudstack-professional/pd911.html,/skill-courses/vskills-certified-cloudstack-professional/pd911.html,
3471,http://careerplus.shine.com/skill-courses/cloudera-data-analyst-training/pd3471.html,/skill-courses/cloudera-data-analyst-training/pd3471.html,https://learning.shine.com/course/it-information-technology/cloudera-data-analyst-training/pd-1289
4239,http://careerplus.shine.com/resume-writing/tha/pd4239.html,/resume-writing/tha/pd4239.html,
4495,http://careerplus.shine.com/skill-courses/certificate-in-corporate-finance/pd4495.html,/skill-courses/certificate-in-corporate-finance/pd4495.html,
4751,http://careerplus.shine.com/skill-courses/ifrs-premium-training-by-becker-with-mock-tests-wi/pd4751.html,/skill-courses/ifrs-premium-training-by-becker-with-mock-tests-wi/pd4751.html,
5007,http://careerplus.shine.com/skill-courses/certified-financial-investment-professional/pd5007.html,/skill-courses/certified-financial-investment-professional/pd5007.html,
913,http://careerplus.shine.com/skill-courses/vskills-certified-gimp-designer/pd913.html,/skill-courses/vskills-certified-gimp-designer/pd913.html,
3473,http://careerplus.shine.com/skill-courses/devops-training/pd3473.html,/skill-courses/devops-training/pd3473.html,https://learning.shine.com/course/None/devops-training/pd-1290
3729,http://careerplus.shine.com/skill-courses/certified-opensta-testing-professional/pd3729.html,/skill-courses/certified-opensta-testing-professional/pd3729.html,https://learning.shine.com/course/it-information-technology/opensta-testing-professional/pd-2364
3985,http://careerplus.shine.com/resume-writing/can/pd3985.html,/resume-writing/can/pd3985.html,
4497,http://careerplus.shine.com/skill-courses/certificate-in-financial-modelling/pd4497.html,/skill-courses/certificate-in-financial-modelling/pd4497.html,
4753,http://careerplus.shine.com/skill-courses/ifrs-training-by-becker-with-vskills-certification/pd4753.html,/skill-courses/ifrs-training-by-becker-with-vskills-certification/pd4753.html,
5009,http://careerplus.shine.com/skill-courses/certified-digital-marketing-professional-2/pd5009.html,/skill-courses/certified-digital-marketing-professional-2/pd5009.html,
915,http://careerplus.shine.com/skill-courses/certified-cordova-developer/pd915.html,/skill-courses/certified-cordova-developer/pd915.html,https://learning.shine.com/course/it-information-technology/cordova-developer/pd-2107
1171,http://careerplus.shine.com/skill-courses/361dm-interview-pro/pd1171.html,/skill-courses/361dm-interview-pro/pd1171.html,
3219,http://careerplus.shine.com/skill-courses/workplace-communication-skills/pd3219.html,/skill-courses/workplace-communication-skills/pd3219.html,
3475,http://careerplus.shine.com/skill-courses/icagile-certified-professional-certification/pd3475.html,/skill-courses/icagile-certified-professional-certification/pd3475.html,https://learning.shine.com/course/operation-management/icagile/pd-1291
4243,http://careerplus.shine.com/resume-writing/resume-writing-for-hongkong/pd4243.html,/resume-writing/resume-writing-for-hongkong/pd4243.html,
4499,http://careerplus.shine.com/skill-courses/certificate-in-predictive-analytics/pd4499.html,/skill-courses/certificate-in-predictive-analytics/pd4499.html,
5011,http://careerplus.shine.com/skill-courses/certified-social-media-marketing-professional/pd5011.html,/skill-courses/certified-social-media-marketing-professional/pd5011.html,
917,http://careerplus.shine.com/skill-courses/vskills-certified-cost-accountant/pd917.html,/skill-courses/vskills-certified-cost-accountant/pd917.html,https://learning.shine.com/course/banking-finance/cost-accounting/pd-2109
1941,http://careerplus.shine.com/skill-courses/vskills-certified-brand-manager/pd1941.html,/skill-courses/vskills-certified-brand-manager/pd1941.html,https://learning.shine.com/course/sales-and-marketing/brand-management/pd-808
3221,http://careerplus.shine.com/skill-courses/job-interview-preparation/pd3221.html,/skill-courses/job-interview-preparation/pd3221.html,
3477,http://careerplus.shine.com/skill-courses/safe-agilist-certification/pd3477.html,/skill-courses/safe-agilist-certification/pd3477.html,https://learning.shine.com/course/operation-management/safe-agilist/pd-1292
3733,http://careerplus.shine.com/skill-courses/cloudera-developer-training-for-apache-hadoop-with/pd3733.html,/skill-courses/cloudera-developer-training-for-apache-hadoop-with/pd3733.html,https://learning.shine.com/course/None/cloudera-developer-for-apache-hadoop/pd-1285
4245,http://careerplus.shine.com/resume-writing/resume-writing-for-thailand/pd4245.html,/resume-writing/resume-writing-for-thailand/pd4245.html,
4501,http://careerplus.shine.com/skill-courses/certificate-in-statistics-and-probability/pd4501.html,/skill-courses/certificate-in-statistics-and-probability/pd4501.html,https://learning.shine.com/course/None/certificate-in-statistics-and-probability/pd-1587
4757,http://careerplus.shine.com/skill-courses/ifrs-premium-training-by-becker-with-mock-tests-2/pd4757.html,/skill-courses/ifrs-premium-training-by-becker-with-mock-tests-2/pd4757.html,
5013,http://careerplus.shine.com/skill-courses/certified-blogging-and-content-marketing-professio/pd5013.html,/skill-courses/certified-blogging-and-content-marketing-professio/pd5013.html,https://learning.shine.com/course/sales-and-marketing/certified-blogging-and-content-marketing-professional/pd-1779
919,http://careerplus.shine.com/skill-courses/vskills-certified-fixed-income-analyst/pd919.html,/skill-courses/vskills-certified-fixed-income-analyst/pd919.html,https://learning.shine.com/course/banking-finance/fixed-income-analyst/pd-348
3223,http://careerplus.shine.com/skill-courses/interview-preparation-and-workplace-communication-/pd3223.html,/skill-courses/interview-preparation-and-workplace-communication-/pd3223.html,
3479,http://careerplus.shine.com/skill-courses/angularjs-certification-training/pd3479.html,/skill-courses/angularjs-certification-training/pd3479.html,https://learning.shine.com/course/it-information-technology/angularjs/pd-1293
4247,http://careerplus.shine.com/resume-writing/resume-writing-for-singapore/pd4247.html,/resume-writing/resume-writing-for-singapore/pd4247.html,
4503,http://careerplus.shine.com/skill-courses/certificate-in-business-analysis-and-valuation/pd4503.html,/skill-courses/certificate-in-business-analysis-and-valuation/pd4503.html,
4759,http://careerplus.shine.com/skill-courses/ifrs-training-by-becker-without-vskills-certificat/pd4759.html,/skill-courses/ifrs-training-by-becker-without-vskills-certificat/pd4759.html,
921,http://careerplus.shine.com/skill-courses/certified-gaap-professional/pd921.html,/skill-courses/certified-gaap-professional/pd921.html,https://learning.shine.com/course/banking-finance/gaap-accounting/pd-2111
1945,http://careerplus.shine.com/skill-courses/certificate-in-accounting/pd1945.html,/skill-courses/certificate-in-accounting/pd1945.html,
3225,http://careerplus.shine.com/skill-courses/english-grammar-and-writing-skills/pd3225.html,/skill-courses/english-grammar-and-writing-skills/pd3225.html,
4249,http://careerplus.shine.com/resume-writing/resume-writing-for-me/pd4249.html,/resume-writing/resume-writing-for-me/pd4249.html,
4505,http://careerplus.shine.com/skill-courses/certified-relative-valuation-professional/pd4505.html,/skill-courses/certified-relative-valuation-professional/pd4505.html,
4761,http://careerplus.shine.com/skill-courses/sarabjeets-complete-job-search-strategies-course/pd4761.html,/skill-courses/sarabjeets-complete-job-search-strategies-course/pd4761.html,
923,http://careerplus.shine.com/skill-courses/vskills-certified-project-finance-analyst/pd923.html,/skill-courses/vskills-certified-project-finance-analyst/pd923.html,https://learning.shine.com/course/banking-finance/project-finance-anaylst/pd-349
3227,http://careerplus.shine.com/skill-courses/basic-communication-skills/pd3227.html,/skill-courses/basic-communication-skills/pd3227.html,
3739,http://careerplus.shine.com/skill-courses/expired-certified-database-processing-operator/pd3739.html,/skill-courses/expired-certified-database-processing-operator/pd3739.html,
4507,http://careerplus.shine.com/skill-courses/certificate-in-business-analysis/pd4507.html,/skill-courses/certificate-in-business-analysis/pd4507.html,
925,http://careerplus.shine.com/skill-courses/vskills-certified-financial-valuation-analyst/pd925.html,/skill-courses/vskills-certified-financial-valuation-analyst/pd925.html,https://learning.shine.com/course/banking-finance/financial-valuation-analyst/pd-2113
3229,http://careerplus.shine.com/combo/basic-communication-and-writing-skills/pd3229.html,/combo/basic-communication-and-writing-skills/pd3229.html,
4253,http://careerplus.shine.com/skill-courses/immigration-for-me-and-south-east-asia/pd4253.html,/skill-courses/immigration-for-me-and-south-east-asia/pd4253.html,
4509,http://careerplus.shine.com/skill-courses/certified-prince-2-foundation-professional/pd4509.html,/skill-courses/certified-prince-2-foundation-professional/pd4509.html,https://learning.shine.com/course/operation-management/prince-2-foundation/pd-1591
927,http://careerplus.shine.com/skill-courses/vskills-certified-corporate-finance-analyst/pd927.html,/skill-courses/vskills-certified-corporate-finance-analyst/pd927.html,https://learning.shine.com/course/banking-finance/corporate-finance-4/pd-2115
1951,http://careerplus.shine.com/skill-courses/certificate-in-financial-market/pd1951.html,/skill-courses/certificate-in-financial-market/pd1951.html,
929,http://careerplus.shine.com/skill-courses/vskills-certified-options-trader/pd929.html,/skill-courses/vskills-certified-options-trader/pd929.html,https://learning.shine.com/course/banking-finance/options-trading/pd-350
1697,http://careerplus.shine.com/skill-courses/vskills-certified-technical-writer/pd1697.html,/skill-courses/vskills-certified-technical-writer/pd1697.html,https://learning.shine.com/course/mass-communication/technical-writer/pd-699
931,http://careerplus.shine.com/skill-courses/vskills-certified-credit-risk-manager/pd931.html,/skill-courses/vskills-certified-credit-risk-manager/pd931.html,https://learning.shine.com/course/banking-finance/credit-risk-management/pd-2117
933,http://careerplus.shine.com/skill-courses/certified-financial-risk-management-professional/pd933.html,/skill-courses/certified-financial-risk-management-professional/pd933.html,https://learning.shine.com/course/banking-finance/financial-risk-management/pd-351
4773,http://careerplus.shine.com/skill-courses/job-interview-prepration/pd4773.html,/skill-courses/job-interview-prepration/pd4773.html,https://learning.shine.com/course/personal-development/job-interview-prepration/pd-1665
4007,http://careerplus.shine.com/skill-courses/immigration-opportunity-assessment/pd4007.html,/skill-courses/immigration-opportunity-assessment/pd4007.html,
4265,http://careerplus.shine.com/tssc/rpl-service/pd4265.html,/tssc/rpl-service/pd4265.html,
4777,http://careerplus.shine.com/skill-courses/certified-agile-practitioner/pd4777.html,/skill-courses/certified-agile-practitioner/pd4777.html,
1707,http://careerplus.shine.com/resume-template/resume-templates/pd1707.html,/resume-template/resume-templates/pd1707.html,
4267,http://careerplus.shine.com/tssc/associates/pd4267.html,/tssc/associates/pd4267.html,
4779,http://careerplus.shine.com/skill-courses/certified-project-management-associate/pd4779.html,/skill-courses/certified-project-management-associate/pd4779.html,
173,http://careerplus.shine.com/combo/featured-job-seeker-package/pd173.html,/combo/featured-job-seeker-package/pd173.html,
1965,http://careerplus.shine.com/skill-courses/operation-management/pd1965.html,/skill-courses/operation-management/pd1965.html,
2989,http://careerplus.shine.com/skill-courses/accounting-information-system/pd2989.html,/skill-courses/accounting-information-system/pd2989.html,
4269,http://careerplus.shine.com/skill-courses/hadoop-administration-online-self-learning-course/pd4269.html,/skill-courses/hadoop-administration-online-self-learning-course/pd4269.html,https://learning.shine.com/course/it-information-technology/hadoop-administration/pd-1418
4781,http://careerplus.shine.com/skill-courses/six-sigma-yellow-belt-certification/pd4781.html,/skill-courses/six-sigma-yellow-belt-certification/pd4781.html,https://learning.shine.com/course/operation-management/six-sigma-yellow-belt/pd-1668
1967,http://careerplus.shine.com/skill-courses/international-industrial-marketing/pd1967.html,/skill-courses/international-industrial-marketing/pd1967.html,
4783,http://careerplus.shine.com/skill-courses/professional-in-human-resources/pd4783.html,/skill-courses/professional-in-human-resources/pd4783.html,https://learning.shine.com/course/None/professional-in-human-resources/pd-1669
3505,http://careerplus.shine.com/skill-courses/certified-training-and-development-manager/pd3505.html,/skill-courses/certified-training-and-development-manager/pd3505.html,https://learning.shine.com/course/None/training-and-development-management/pd-2307
4017,http://careerplus.shine.com/tssc/curriculum-alignment-eadm/pd4017.html,/tssc/curriculum-alignment-eadm/pd4017.html,
4785,http://careerplus.shine.com/skill-courses/senior-professional-in-human-resources/pd4785.html,/skill-courses/senior-professional-in-human-resources/pd4785.html,
1971,http://careerplus.shine.com/skill-courses/diploma-in-management/pd1971.html,/skill-courses/diploma-in-management/pd1971.html,
4275,http://careerplus.shine.com/resume-critique/resume-critique/pd4275.html,/resume-critique/resume-critique/pd4275.html,https://learning.shine.com/services/resume-critique/freshers-and-experienced-professionals/pd-1495
4787,http://careerplus.shine.com/skill-courses/certified-business-analysis-professional/pd4787.html,/skill-courses/certified-business-analysis-professional/pd4787.html,https://learning.shine.com/course/management/certified-business-analysis-professional/pd-1671
2997,http://careerplus.shine.com/skill-courses/prince2-foundation-training/pd2997.html,/skill-courses/prince2-foundation-training/pd2997.html,https://learning.shine.com/course/operation-management/prince2-foundation-2/pd-1216
4277,http://careerplus.shine.com/skill-courses/certified-hr-mergers-and-acquisition-professional/pd4277.html,/skill-courses/certified-hr-mergers-and-acquisition-professional/pd4277.html,
4789,http://careerplus.shine.com/skill-courses/itil-intermediate-level-operational-support-and-an/pd4789.html,/skill-courses/itil-intermediate-level-operational-support-and-an/pd4789.html,
5045,http://careerplus.shine.com/skill-courses/certified-child-nutrition-professional/pd5045.html,/skill-courses/certified-child-nutrition-professional/pd5045.html,
183,http://careerplus.shine.com/combo/improved-visibility-package/pd183.html,/combo/improved-visibility-package/pd183.html,
2999,http://careerplus.shine.com/skill-courses/itil-foundation-service-management/pd2999.html,/skill-courses/itil-foundation-service-management/pd2999.html,https://learning.shine.com/course/None/itil-foundation-service-management/pd-2214
3255,http://careerplus.shine.com/skill-courses/vskills-certified-online-journalist/pd3255.html,/skill-courses/vskills-certified-online-journalist/pd3255.html,
4023,http://careerplus.shine.com/skill-courses/ifrs-professional/pd4023.html,/skill-courses/ifrs-professional/pd4023.html,
4791,http://careerplus.shine.com/skill-courses/information-systems-security-professional/pd4791.html,/skill-courses/information-systems-security-professional/pd4791.html,
5047,http://careerplus.shine.com/skill-courses/certified-weight-loss-professional/pd5047.html,/skill-courses/certified-weight-loss-professional/pd5047.html,
1977,http://careerplus.shine.com/skill-courses/communication-strategies/pd1977.html,/skill-courses/communication-strategies/pd1977.html,
3001,http://careerplus.shine.com/skill-courses/pmi-agile-certified-practitioner-acp/pd3001.html,/skill-courses/pmi-agile-certified-practitioner-acp/pd3001.html,https://learning.shine.com/course/operation-management/pmi-agile/pd-1217
4793,http://careerplus.shine.com/skill-courses/aws-solution-architect-associate/pd4793.html,/skill-courses/aws-solution-architect-associate/pd4793.html,
5049,http://careerplus.shine.com/skill-courses/certified-sports-nutrition-professional/pd5049.html,/skill-courses/certified-sports-nutrition-professional/pd5049.html,
3003,http://careerplus.shine.com/skill-courses/pmi-certified-associate-in-project-management-capm/pd3003.html,/skill-courses/pmi-certified-associate-in-project-management-capm/pd3003.html,
3259,http://careerplus.shine.com/skill-courses/vskills-certified-campaign-manager/pd3259.html,/skill-courses/vskills-certified-campaign-manager/pd3259.html,https://learning.shine.com/course/sales-and-marketing/campaign-management/pd-2234
4027,http://careerplus.shine.com/tssc/assessment-fee-esdm-level-1and-2/pd4027.html,/tssc/assessment-fee-esdm-level-1and-2/pd4027.html,
4795,http://careerplus.shine.com/skill-courses/aws-solution-architect-professional/pd4795.html,/skill-courses/aws-solution-architect-professional/pd4795.html,
5051,http://careerplus.shine.com/skill-courses/certified-health-and-fitness-professional/pd5051.html,/skill-courses/certified-health-and-fitness-professional/pd5051.html,https://learning.shine.com/course/None/certified-health-and-fitness-professional/pd-1798
957,http://careerplus.shine.com/skill-courses/vskills-certified-labour-law-analyst/pd957.html,/skill-courses/vskills-certified-labour-law-analyst/pd957.html,https://learning.shine.com/course/law/labour-law-analyst/pd-354
1981,http://careerplus.shine.com/skill-courses/stress-management-skills/pd1981.html,/skill-courses/stress-management-skills/pd1981.html,
3005,http://careerplus.shine.com/skill-courses/pmi-project-management-professional-pmp/pd3005.html,/skill-courses/pmi-project-management-professional-pmp/pd3005.html,
4029,http://careerplus.shine.com/skill-courses/pmp-online-course-whizlabs/pd4029.html,/skill-courses/pmp-online-course-whizlabs/pd4029.html,
4797,http://careerplus.shine.com/skill-courses/certified-ethical-hacker/pd4797.html,/skill-courses/certified-ethical-hacker/pd4797.html,
5053,http://careerplus.shine.com/skill-courses/certified-personal-beauty-professional/pd5053.html,/skill-courses/certified-personal-beauty-professional/pd5053.html,
1983,http://careerplus.shine.com/skill-courses/deliver-and-monitor-a-service-to-customers/pd1983.html,/skill-courses/deliver-and-monitor-a-service-to-customers/pd1983.html,
